unit_id,age_years,ambient_c,load_pu,top_oil_c,hotspot_c,ageing_rate,voltage_dev_pct,load_current_a,h2_ppm,ch4_ppm,c2h6_ppm,c2h4_ppm,c2h2_ppm,co_ppm,moisture_ppm,pd_pc,oil_bdv_kv,fault_type,health_index,health_class
TX226,4.2,15.4,0.688,48.7,60.8,0.003,2.1,120.3,9.2,9.0,1.1,0.8,1.09,398.3,10.5,74.3,56.5,normal,89.9,0
TX226,4.2,26.4,0.733,61.5,74.9,0.019,1.02,138.4,5.9,2.6,5.8,2.6,1.74,449.6,13.1,93.2,57.6,normal,88.5,0
TX227,23.6,26.6,0.884,67.4,85.5,0.069,0.67,154.2,427.2,775.0,296.2,781.6,10.28,1313.4,26.4,54.6,46.3,T2,51.1,3
TX227,23.6,25.0,1.005,70.2,92.4,0.151,-0.38,187.0,608.9,536.8,267.1,2370.4,46.08,1212.6,32.2,35.8,37.0,T3,41.7,3
TX228,6.4,21.5,0.913,63.4,82.4,0.048,-3.45,150.2,11.0,5.4,7.1,5.3,1.43,336.2,14.5,25.4,61.6,normal,89.9,0
TX228,6.4,26.7,0.544,54.3,62.6,0.004,0.22,92.3,12.4,5.3,7.8,3.3,1.5,426.6,15.2,16.4,56.4,normal,90.5,0
TX228,6.4,20.3,1.125,69.8,96.3,0.235,-0.24,199.9,0.9,5.2,8.0,0.4,0.09,349.1,9.8,18.2,60.4,normal,92.7,0
TX229,18.0,12.4,0.59,41.8,51.3,0.001,-1.25,106.3,294.1,677.9,576.0,183.9,5.77,1152.3,24.3,15.2,43.4,T1,51.9,3
TX229,18.0,19.0,0.746,54.6,68.3,0.008,2.81,132.5,2524.2,149.7,66.1,49.5,5.65,654.0,25.9,0.0,36.8,PD,42.8,3
TX230,18.6,19.0,1.087,67.1,92.2,0.149,1.27,186.4,23.1,11.8,4.0,1.4,0.23,708.0,12.1,0.0,56.1,normal,85.1,0
TX230,18.6,28.0,0.9,69.4,88.0,0.092,-0.24,156.4,986.4,142.2,77.9,253.3,628.28,780.4,28.1,824.2,53.1,D1,51.4,3
TX231,6.9,28.6,0.916,70.5,89.6,0.111,3.6,164.9,3.0,2.1,8.6,3.2,0.74,387.0,17.1,16.1,63.6,normal,89.9,0
TX231,6.9,13.3,0.991,57.9,79.6,0.034,3.1,174.7,10.3,0.4,3.5,9.8,0.19,331.5,8.7,81.5,67.8,normal,89.4,0
TX232,36.5,18.4,0.793,55.7,70.9,0.012,1.11,140.0,602.0,44.8,59.6,26.1,6.56,1242.9,37.6,1462.5,43.8,PD,46.1,3
TX232,36.5,12.4,0.971,56.4,77.4,0.026,-2.81,173.6,0.9,11.0,12.4,4.2,0.26,1333.7,33.5,32.4,42.2,normal,70.9,1
TX233,17.6,23.3,0.705,57.4,70.0,0.01,2.75,121.2,1433.0,275.9,107.8,281.5,953.47,547.9,23.2,497.2,38.5,D1,45.4,3
TX233,17.6,37.7,0.774,74.3,89.0,0.103,2.48,133.4,20.4,10.8,7.6,6.5,3.22,621.5,14.9,90.3,49.0,normal,83.8,1
TX233,17.6,17.9,0.89,58.9,77.1,0.025,-2.04,157.4,13.8,9.3,5.1,7.2,0.83,731.7,19.3,62.0,56.7,normal,83.6,1
TX233,17.6,34.4,0.863,74.4,91.8,0.142,-0.29,161.6,8.2,5.0,5.4,4.8,0.09,577.7,14.2,5.1,43.6,normal,87.3,0
TX234,45.6,12.2,0.541,39.7,47.9,0.001,1.43,93.6,27.0,16.4,16.4,11.8,0.02,1409.5,29.7,15.8,34.7,normal,67.3,2
TX234,45.6,38.9,0.664,71.4,82.8,0.05,-1.07,117.5,1896.5,675.3,103.9,633.6,1647.42,1416.7,40.9,960.5,26.7,D1,26.7,3
TX234,45.6,29.8,0.918,71.8,91.0,0.129,1.1,167.5,336.8,331.0,132.7,1647.2,34.28,1392.2,38.2,19.3,37.3,T3,47.8,3
TX235,7.4,20.4,1.148,70.7,98.1,0.285,-2.04,194.7,7.1,5.4,6.5,1.5,0.28,418.5,20.5,34.5,52.5,normal,86.9,0
TX235,7.4,24.2,0.669,56.9,68.4,0.008,-1.22,116.5,6.3,3.3,2.9,0.4,0.23,380.4,10.0,53.2,59.4,normal,90.3,0
TX236,48.0,20.4,0.828,59.1,75.4,0.02,-1.05,140.2,2414.8,529.0,209.8,1275.1,1745.19,1563.3,35.9,320.0,41.3,D2,41.8,3
TX236,48.0,21.9,0.678,54.9,66.7,0.007,-3.26,119.8,383.3,789.5,263.1,731.4,19.56,1772.9,35.5,20.4,31.7,T2,43.0,3
TX237,22.4,45.6,0.765,81.9,96.2,0.232,-1.5,138.7,15.0,3.8,11.4,5.4,1.39,699.4,22.7,49.6,53.0,normal,81.7,1
TX237,22.4,-1.9,0.914,40.0,59.0,0.002,0.95,154.3,293.8,237.5,49.7,547.9,1513.05,634.7,23.8,1460.1,43.5,D2,49.9,3
TX237,22.4,15.7,0.727,50.6,63.8,0.005,0.02,131.3,140.4,312.5,117.8,97.5,11.39,955.3,24.7,212.6,47.0,T1,59.8,2
TX237,22.4,17.0,0.739,52.4,65.9,0.006,-0.82,130.8,1792.2,370.3,161.2,1282.3,1501.88,900.5,28.9,0.0,40.2,D2,42.9,3
TX238,44.7,16.0,0.973,60.0,81.1,0.041,0.36,172.3,455.4,911.4,371.0,698.7,44.18,1666.6,39.5,46.2,33.0,T2,38.2,3
TX238,44.7,24.8,0.431,47.7,53.4,0.001,2.19,75.4,444.5,620.4,327.3,4662.4,29.98,1864.5,38.2,16.7,35.3,T3,40.0,3
TX238,44.7,31.6,0.733,66.7,80.1,0.036,-0.41,123.0,1185.4,376.7,65.9,523.6,777.26,1386.6,36.8,56.6,38.1,D1,45.5,3
TX238,44.7,21.9,0.578,50.9,60.1,0.003,0.12,94.9,1451.6,479.7,46.7,5.3,15.43,1517.2,43.7,1014.7,41.8,PD,39.1,3
TX239,20.5,15.3,0.58,44.4,53.6,0.001,1.19,103.0,403.7,926.2,283.9,777.5,10.48,1103.4,33.2,62.3,36.3,T2,44.7,3
TX239,20.5,42.3,0.733,77.4,90.8,0.127,-1.85,129.5,20.3,9.8,5.3,5.6,1.39,771.5,16.7,32.7,50.5,normal,85.2,0
TX239,20.5,18.8,1.091,67.0,92.3,0.15,1.88,188.3,592.9,232.5,68.7,650.2,1310.87,852.2,23.6,1568.4,43.6,D2,51.7,3
TX239,20.5,19.2,1.062,66.4,90.6,0.124,-0.26,185.9,25.7,5.2,10.3,7.1,4.51,685.2,26.0,18.9,52.9,normal,82.3,1
TX240,10.9,19.1,0.75,54.9,68.8,0.009,3.9,131.8,10.5,7.1,8.9,3.8,1.99,453.9,15.7,111.6,62.7,normal,85.4,0
TX240,10.9,10.9,0.866,51.0,68.5,0.009,2.35,153.1,5.1,6.1,15.1,3.9,1.15,541.2,,196.1,52.3,normal,85.6,0
TX240,10.9,21.2,1.088,69.4,94.6,0.193,-2.71,192.1,12.1,4.8,13.1,3.6,0.75,602.3,,33.5,60.8,normal,87.5,0
TX240,10.9,18.2,0.634,49.4,60.1,0.003,2.55,117.1,16.6,4.7,3.9,2.2,0.11,362.9,12.9,52.6,58.2,normal,88.2,0
TX241,40.7,18.4,0.784,55.4,70.3,0.011,-1.89,134.3,33.0,21.8,17.2,7.6,1.86,1390.6,34.9,25.1,43.5,normal,69.9,2
TX241,40.7,28.7,0.497,54.4,61.6,0.003,-0.53,88.2,21.6,17.8,8.1,9.9,0.02,1212.0,31.6,24.8,45.7,normal,72.8,1
TX241,40.7,20.2,0.516,46.8,54.4,0.001,3.73,88.9,394.4,1590.0,273.8,1155.5,57.78,1624.6,36.1,60.8,33.6,T2,36.9,3
TX241,40.7,11.6,0.801,49.3,64.7,0.005,-0.94,149.4,12.2,12.9,8.0,12.6,0.32,1312.8,24.9,19.4,44.4,normal,75.4,1
TX242,31.7,21.8,0.51,48.1,55.6,0.002,0.12,91.0,505.4,710.8,234.3,3570.4,69.88,1423.1,36.7,26.6,29.8,T3,36.5,3
TX242,31.7,16.1,0.846,55.5,72.3,0.014,-2.53,153.4,172.8,436.4,341.3,190.5,5.66,1154.1,31.7,29.5,27.2,T1,44.8,3
TX242,31.7,18.6,0.699,52.5,64.9,0.005,1.68,126.0,515.5,136.6,42.1,130.9,274.75,1048.7,,465.7,37.6,D1,48.2,3
TX242,31.7,21.3,0.571,50.0,59.0,0.002,4.77,100.8,1298.8,659.2,143.7,39.5,10.12,1014.1,38.5,214.2,30.6,PD,31.8,3
TX243,25.3,24.9,0.326,43.3,47.0,0.0,0.14,56.5,220.1,322.7,123.6,1125.5,29.23,923.9,27.7,17.2,42.8,T3,55.5,2
TX243,25.3,12.9,0.793,50.3,65.4,0.006,-0.49,143.8,858.4,374.9,191.7,1039.6,2431.45,908.6,30.0,532.0,33.4,D2,39.8,3
TX244,15.3,22.8,0.946,65.8,85.9,0.072,3.18,173.9,3.0,1.2,1.9,6.1,1.33,698.3,14.7,41.3,52.3,normal,87.1,0
TX244,15.3,27.0,1.047,73.7,97.3,0.262,-3.58,193.7,11.4,6.2,6.0,1.1,0.02,517.0,21.5,122.4,57.8,normal,82.2,1
TX244,15.3,13.2,0.656,45.3,56.5,0.002,-5.81,110.5,20.5,8.7,5.6,1.7,1.92,719.5,20.6,0.0,61.9,normal,83.6,1
TX244,15.3,20.7,0.668,53.3,64.8,0.005,-3.45,115.8,6.5,11.6,8.1,5.3,0.75,633.4,12.1,7.7,54.5,normal,91.3,0
TX245,48.0,25.8,0.92,67.9,87.2,0.084,-3.61,156.3,267.7,572.4,354.9,672.9,27.88,1494.4,42.4,38.7,35.5,T2,42.0,3
TX245,48.0,16.1,0.774,52.8,67.4,0.007,4.19,131.6,229.4,661.3,270.1,2656.3,54.54,1655.2,41.9,36.8,32.8,T3,38.7,3
TX245,48.0,30.4,0.678,63.3,75.2,0.02,-0.17,116.9,295.7,389.9,454.0,1682.5,21.3,1778.9,35.5,20.2,30.2,T2,36.7,3
TX245,48.0,18.1,0.593,47.7,57.2,0.002,1.11,107.0,15.4,26.9,13.1,0.8,0.45,1550.3,32.4,24.7,47.9,normal,72.8,1
TX246,25.3,20.1,0.808,58.1,73.7,0.017,-2.27,146.0,109.0,375.4,165.9,634.8,15.35,1119.5,25.0,51.1,40.0,T2,53.2,2
TX246,25.3,25.6,0.715,60.0,72.8,0.015,-1.92,120.8,21.9,10.6,1.6,2.0,2.08,885.1,16.2,30.4,52.4,normal,84.4,1
TX247,32.6,29.0,0.611,59.3,69.3,0.01,0.74,105.6,439.9,395.3,578.8,281.5,7.21,1410.2,30.5,12.4,42.4,T1,50.3,3
TX247,32.6,28.6,0.754,64.5,78.5,0.03,-1.6,124.1,229.0,522.8,239.4,118.2,7.19,1328.6,24.6,73.8,47.7,T2,58.0,2
TX247,32.6,42.7,0.607,72.9,82.8,0.05,2.55,106.3,15.3,7.5,17.6,5.8,0.58,1195.8,29.3,19.1,42.7,normal,74.6,1
TX248,7.9,14.0,0.532,41.1,49.1,0.001,0.88,93.9,0.3,1.7,1.7,1.5,2.82,400.2,12.7,38.1,61.0,normal,89.7,0
TX248,7.9,48.9,0.962,92.5,113.2,1.386,1.88,170.3,4.0,6.5,2.1,3.7,1.97,324.6,14.7,64.0,63.5,normal,86.3,0
TX249,22.0,22.9,1.098,71.5,97.0,0.253,-1.31,196.4,287.1,677.5,384.4,798.9,13.77,1153.4,27.5,78.1,51.5,T2,52.5,2
TX249,22.0,35.8,0.675,68.6,80.4,0.038,1.74,115.3,17.9,9.5,8.6,2.2,1.26,830.6,26.3,33.7,52.0,normal,81.1,1
TX249,22.0,33.7,1.031,79.9,103.0,0.482,0.21,174.6,19.3,7.6,8.8,6.2,0.57,913.0,23.4,168.1,47.6,normal,77.7,1
TX249,22.0,37.4,1.145,87.5,114.9,1.634,3.21,199.1,23.7,16.3,13.5,6.7,0.86,841.6,24.1,75.1,48.4,normal,77.1,1
TX250,17.0,34.3,0.69,67.8,79.9,0.035,0.24,121.5,14.0,5.7,11.8,6.6,0.11,557.0,17.0,51.4,57.2,normal,85.2,0
TX250,17.0,23.6,0.87,63.9,81.5,0.043,0.96,144.7,7.8,19.2,5.9,4.8,1.18,626.2,18.4,23.7,54.3,normal,86.0,0
TX250,17.0,31.1,0.908,72.8,91.6,0.139,-2.42,153.1,3.2,4.9,12.2,16.1,2.18,756.5,20.5,90.3,50.1,normal,82.5,1
TX250,17.0,32.8,0.769,69.2,83.7,0.056,1.45,129.3,14.5,8.3,2.6,2.2,0.71,536.7,16.4,67.4,48.9,normal,84.3,1
TX251,17.2,33.8,0.839,72.9,89.6,0.11,-0.5,141.7,275.6,105.6,33.3,125.0,160.69,779.1,24.8,225.1,45.9,D1,59.5,2
TX251,17.2,18.0,0.709,52.1,64.8,0.005,4.26,121.0,5.1,9.1,11.4,6.6,0.08,501.6,21.3,60.6,55.0,normal,83.2,1
TX252,2.5,13.1,0.496,38.7,45.9,0.0,0.4,86.6,4.7,0.2,4.2,0.9,0.85,217.1,11.4,51.8,,normal,90.9,0
TX252,2.5,12.2,0.573,41.0,50.1,0.001,-0.52,102.8,3.4,2.5,8.1,1.1,0.53,294.2,9.2,36.3,66.2,normal,92.2,0
TX252,2.5,36.7,0.753,72.5,86.5,0.077,-4.17,129.4,5.7,3.7,3.3,0.0,1.56,304.0,10.2,47.0,54.5,normal,91.4,0
TX252,2.5,26.6,1.156,77.1,104.9,0.587,0.48,200.8,7.9,7.4,4.5,4.1,2.98,219.5,7.2,44.9,64.2,normal,91.3,0
TX253,14.5,9.8,0.614,40.2,50.3,0.001,-1.44,113.6,669.3,159.9,24.6,18.4,-1.0,806.8,21.1,0.0,52.3,PD,60.3,2
TX253,14.5,26.5,0.538,53.9,62.1,0.004,-1.31,93.4,10.2,4.9,2.7,3.8,3.82,569.0,16.6,129.8,48.7,normal,83.1,1
TX253,14.5,46.3,0.929,88.7,108.2,0.835,-3.4,154.7,105.1,300.9,151.1,98.7,5.19,726.6,20.7,55.2,42.9,T1,67.7,2
TX253,14.5,14.0,0.779,50.8,65.5,0.006,2.13,133.0,13.3,8.2,3.0,6.2,0.11,637.1,12.2,97.0,54.6,normal,86.4,0
TX254,14.9,22.8,0.907,64.4,83.2,0.052,-0.3,158.9,8.2,7.3,5.6,6.7,0.71,556.9,13.8,65.2,49.6,normal,86.2,0
TX254,14.9,29.8,0.825,68.4,84.6,0.062,-1.06,138.7,203.5,401.9,55.0,2021.1,53.78,840.9,21.1,36.1,37.5,T3,51.8,3
TX255,29.5,23.8,0.564,52.3,61.1,0.003,-0.85,99.6,270.9,782.4,690.1,290.5,15.81,1220.4,35.3,268.7,37.6,T1,36.5,3
TX255,29.5,25.7,0.766,62.1,76.5,0.023,-2.67,139.2,12.4,21.1,4.6,7.7,0.36,970.0,19.5,37.0,55.4,normal,81.8,1
TX255,29.5,28.3,0.341,47.3,51.2,0.001,2.36,58.2,2131.9,259.9,50.8,36.9,2.04,1004.4,24.5,643.6,40.2,PD,46.1,3
TX255,29.5,32.5,0.694,66.1,78.4,0.03,0.02,125.1,11.4,4.3,11.7,3.6,2.38,925.9,21.6,27.8,49.9,normal,81.6,1
TX256,21.4,27.5,0.812,65.6,81.4,0.042,3.62,150.7,22.5,12.7,7.3,8.1,0.15,799.3,19.5,34.6,54.7,normal,83.7,1
TX256,21.4,37.9,0.472,62.6,69.2,0.009,0.5,80.5,6.4,8.2,8.3,4.3,2.32,880.7,29.4,96.2,58.8,normal,77.9,1
TX256,21.4,43.0,0.71,77.2,89.9,0.114,2.4,124.6,13.1,15.0,13.1,2.2,0.09,731.9,21.1,25.6,57.9,normal,83.9,1
TX257,48.0,7.8,0.732,42.9,56.3,0.002,-1.72,128.1,1537.9,120.4,54.6,8.5,7.74,1489.9,38.7,348.0,34.0,PD,38.5,3
TX257,48.0,26.4,0.747,62.0,75.8,0.021,-2.17,123.8,3339.5,644.9,194.9,1189.0,1871.44,1529.7,37.8,425.9,29.9,D2,31.5,3
TX257,48.0,31.9,0.819,70.2,86.2,0.075,-1.43,145.9,49.3,24.3,18.9,17.9,0.45,1473.7,35.4,45.1,48.1,normal,69.8,2
TX258,12.7,29.1,0.482,54.2,61.1,0.003,0.74,86.1,12.4,5.1,15.5,3.9,0.71,427.0,21.2,25.9,54.5,normal,85.8,0
TX258,12.7,26.1,0.847,65.5,82.4,0.048,3.34,142.6,1476.1,276.0,44.0,19.7,6.62,618.9,15.4,1489.5,37.5,PD,46.5,3
TX258,12.7,20.4,0.728,55.3,68.5,0.009,0.62,126.9,13.1,2.0,2.0,2.7,0.0,449.7,19.2,33.5,54.2,normal,86.3,0
TX258,12.7,21.2,0.792,58.6,73.7,0.017,0.65,137.7,586.7,195.7,124.5,561.5,774.46,638.0,21.2,934.0,50.4,D2,49.6,3
TX259,3.1,27.3,0.422,49.9,55.4,0.001,6.21,71.2,6.0,0.7,3.7,1.8,1.27,397.6,12.6,35.2,64.9,normal,91.0,0
TX259,3.1,32.1,0.931,74.6,94.2,0.185,1.26,164.4,8.0,5.6,2.2,5.2,0.19,413.7,,30.3,61.9,normal,92.2,0
TX259,3.1,14.5,0.769,50.9,65.4,0.006,0.14,138.3,5.6,5.1,5.6,2.2,1.84,311.2,21.2,5.6,68.8,normal,91.1,0
TX259,3.1,19.9,0.727,54.7,67.9,0.008,4.72,124.5,8.2,0.6,6.1,1.7,1.32,402.7,4.5,30.2,57.8,normal,92.3,0
TX260,4.9,44.5,1.061,91.7,115.9,1.809,1.61,183.6,7.9,1.7,8.0,1.3,0.87,310.4,6.7,38.2,57.5,normal,88.9,0
TX260,4.9,24.7,0.669,57.3,68.9,0.009,-2.88,117.7,385.3,165.8,69.0,134.2,423.84,434.2,15.3,775.6,49.7,D1,56.1,2
TX261,20.5,42.7,1.036,89.0,112.3,1.26,0.89,182.5,77.0,373.4,198.6,118.7,2.85,765.8,22.2,55.1,51.4,T1,65.9,2
TX261,20.5,28.8,0.725,63.6,76.7,0.024,-0.32,123.9,16.3,17.6,8.5,4.9,0.48,733.4,18.5,31.6,53.8,normal,84.6,1
TX261,20.5,5.9,0.898,47.2,65.7,0.006,-1.23,153.7,363.4,349.0,248.3,1046.7,89.88,1114.6,18.5,33.9,42.7,T3,52.3,2
TX262,18.9,21.8,0.634,53.0,63.6,0.005,0.52,108.3,7.6,12.4,2.3,4.9,0.64,663.0,15.0,45.3,50.4,normal,85.8,0
TX262,18.9,23.9,0.59,53.4,62.9,0.004,-0.63,107.9,394.3,212.5,49.1,143.2,793.17,793.1,15.8,769.6,40.0,D1,52.7,2
TX262,18.9,26.7,0.576,55.6,64.7,0.005,-0.95,101.0,18.0,3.2,12.6,5.7,1.02,782.7,28.3,66.2,52.4,normal,79.7,1
TX262,18.9,40.2,0.421,62.7,68.2,0.008,0.26,71.9,873.5,216.3,29.2,19.9,2.62,626.3,15.6,222.0,45.1,PD,59.3,2
TX263,15.5,19.2,0.568,47.9,56.7,0.002,-1.65,98.1,13.5,12.2,7.0,2.2,0.07,439.1,17.0,23.4,53.0,normal,87.1,0
TX263,15.5,33.8,0.594,63.5,73.1,0.015,-1.88,103.3,10.0,5.8,9.5,4.3,0.41,671.9,15.2,44.9,61.8,normal,86.6,0
TX264,36.1,17.1,0.912,58.9,77.9,0.028,1.17,159.7,16.0,19.9,14.1,3.9,0.37,1109.8,30.3,34.7,55.2,normal,76.2,1
TX264,36.1,22.5,0.609,52.8,62.7,0.004,-1.94,107.2,27.6,12.8,7.2,11.3,0.65,1138.6,34.2,109.7,36.6,normal,64.6,2
TX265,14.6,40.7,0.736,75.9,89.4,0.108,-1.44,131.8,14.4,7.7,12.5,2.1,0.85,533.8,7.6,0.0,53.6,normal,86.2,0
TX265,14.6,23.9,0.804,61.7,77.2,0.026,0.29,147.9,2.8,4.6,9.5,3.9,0.83,611.2,25.8,138.4,53.3,normal,80.4,1
TX265,14.6,25.7,0.701,59.5,72.0,0.013,-2.11,127.1,13.3,12.4,7.6,7.1,0.81,525.2,17.1,39.5,55.2,normal,86.1,0
TX266,16.6,29.0,0.615,59.5,69.6,0.01,-2.97,108.4,15.8,16.3,7.8,6.7,1.38,678.8,18.9,76.8,57.3,normal,83.4,1
TX266,16.6,17.4,0.501,43.3,50.6,0.001,-0.6,84.3,254.2,261.1,128.1,218.5,9.01,1014.7,22.8,0.0,38.0,T1,53.5,2
TX266,16.6,25.4,0.857,65.2,82.4,0.048,-0.69,145.1,309.8,535.7,321.7,817.0,0.04,1077.8,26.1,18.3,46.3,T2,53.3,2
TX266,16.6,28.8,0.654,60.9,72.0,0.013,-1.16,113.0,445.3,310.2,100.7,603.0,1246.02,630.3,,550.5,45.4,D2,55.0,2
TX267,27.2,40.1,0.639,71.6,82.3,0.047,0.2,116.0,4.8,15.5,6.1,4.9,2.5,845.4,17.9,34.1,47.6,normal,81.8,1
TX267,27.2,9.4,0.902,50.8,69.5,0.01,-0.14,152.4,20.3,11.1,9.6,6.5,0.74,909.9,28.7,21.9,46.3,normal,77.6,1
TX268,6.9,25.6,0.354,45.2,49.4,0.001,-1.91,61.6,10.2,5.3,2.2,2.9,-1.0,304.6,14.1,38.4,64.9,normal,89.3,0
TX268,6.9,13.0,0.896,54.2,72.6,0.014,-2.93,150.7,5.4,5.7,2.5,1.2,2.54,273.1,14.7,72.7,,normal,87.6,0
TX268,6.9,25.4,0.825,64.0,80.2,0.037,-0.09,140.5,2.9,2.2,1.8,2.1,3.25,315.9,8.9,70.2,53.2,normal,89.6,0
TX268,6.9,48.2,0.89,89.2,107.4,0.767,0.65,155.0,621.8,182.2,39.3,600.2,1181.74,358.0,24.4,1390.8,48.8,D2,50.1,3
TX269,11.7,19.4,0.868,59.6,77.1,0.025,4.69,148.8,5.4,9.4,6.5,0.2,0.13,607.7,10.4,42.9,51.4,normal,89.5,0
TX269,11.7,26.3,0.662,58.7,70.1,0.01,-0.13,113.7,11.8,4.9,4.3,1.0,0.18,604.8,15.7,67.6,62.2,normal,86.5,0
TX269,11.7,10.8,0.727,45.6,58.8,0.002,-0.4,129.9,11.7,12.9,7.2,1.0,2.05,505.3,18.7,65.8,55.6,normal,85.1,0
TX270,7.6,21.6,0.757,57.6,71.6,0.013,0.94,130.3,7.6,6.0,5.7,5.1,2.37,447.2,20.0,95.7,59.0,normal,84.8,1
TX270,7.6,27.7,0.953,71.0,91.4,0.135,-1.5,169.4,60.3,1.6,176.3,45.2,0.6,454.4,14.6,26.9,51.6,T1,82.6,1
TX270,7.6,31.4,1.005,76.5,98.7,0.304,-0.65,168.2,7.0,5.5,5.6,1.0,0.49,494.2,17.5,19.5,58.9,normal,89.2,0
TX270,7.6,26.3,0.726,61.1,74.3,0.018,1.93,126.3,9.7,6.6,5.1,0.2,0.22,454.2,19.5,66.2,57.2,normal,85.9,0
TX271,34.8,28.1,1.252,82.0,113.5,1.427,-4.71,217.9,17.9,27.4,16.0,12.3,0.06,1201.9,33.9,40.1,40.9,normal,67.9,2
TX271,34.8,22.0,1.35,79.3,114.8,1.626,0.38,237.0,39.8,5.2,14.9,10.2,0.09,1141.9,29.3,21.9,39.6,normal,69.7,2
TX271,34.8,20.9,0.957,64.3,84.8,0.064,3.77,168.0,393.8,1559.5,568.1,358.8,14.32,1556.9,32.6,13.8,44.6,T1,45.9,3
TX271,34.8,17.4,0.9,58.8,77.4,0.026,-0.58,152.4,3724.1,249.9,133.6,58.1,10.25,1045.5,32.9,503.3,28.2,PD,33.5,3
TX272,29.1,17.7,0.805,55.5,71.1,0.012,-0.55,147.2,204.8,293.6,214.8,711.1,18.58,1135.0,31.3,23.2,38.6,T2,51.5,3
TX272,29.1,21.5,1.089,69.7,94.9,0.2,1.02,187.9,18.1,24.8,7.7,2.6,0.14,954.5,21.8,0.0,61.9,normal,80.1,1
TX272,29.1,22.2,0.664,54.7,66.1,0.006,-3.49,118.8,29.1,2.9,4.6,5.3,2.62,943.2,26.7,111.5,49.0,normal,76.2,1
TX273,18.1,24.2,0.759,60.3,74.5,0.018,1.55,132.6,8.1,3.1,5.0,4.7,0.92,662.0,11.4,92.1,52.0,normal,86.1,0
TX273,18.1,16.5,1.105,65.3,91.1,0.131,-1.89,188.1,27.6,9.4,17.4,2.3,1.71,627.9,18.1,37.0,65.4,normal,84.8,1
TX273,18.1,7.1,0.554,35.2,43.7,0.0,-3.27,92.7,1070.5,130.8,23.2,27.3,9.17,688.5,21.3,258.5,47.3,PD,60.5,2
TX274,7.8,20.7,0.467,45.2,51.7,0.001,-1.28,83.4,14.5,9.8,1.7,1.8,1.24,411.6,13.7,12.6,56.7,normal,91.3,0
TX274,7.8,21.1,0.594,50.7,60.3,0.003,-1.15,105.0,6.1,9.9,1.0,4.3,0.25,444.5,10.4,44.8,56.7,normal,90.3,0
TX274,7.8,43.6,0.836,82.5,99.0,0.315,1.49,151.1,0.3,9.1,3.8,7.4,2.47,377.0,16.2,45.1,55.5,normal,87.8,0
TX274,7.8,24.7,1.277,79.4,111.9,1.214,1.04,222.8,7.2,0.0,0.2,6.1,0.06,436.8,11.1,25.9,56.2,normal,90.3,0
TX275,25.1,10.9,0.471,35.5,42.1,0.0,1.85,80.0,41.3,18.6,15.3,3.2,0.38,799.3,17.6,113.9,,normal,79.8,1
TX275,25.1,30.7,0.666,63.2,74.7,0.019,1.8,111.7,18.9,13.1,10.9,6.3,0.69,823.1,18.3,41.5,42.9,normal,79.1,1
TX275,25.1,31.1,0.413,53.2,58.6,0.002,-1.18,72.2,16.2,19.5,11.7,0.7,1.43,805.4,25.6,43.4,47.3,normal,78.5,1
TX275,25.1,28.4,0.815,66.6,82.5,0.048,0.27,144.8,1108.5,500.3,75.3,56.7,17.94,902.2,35.3,1899.2,37.6,PD,32.8,3
TX276,24.7,17.2,0.57,45.8,54.8,0.001,4.16,104.3,66.9,289.2,737.8,156.0,19.28,1187.8,28.2,45.1,,T1,49.8,3
TX276,24.7,13.7,0.589,43.1,52.5,0.001,-1.9,101.0,11.7,17.4,16.4,6.1,0.13,1002.2,18.7,62.2,51.1,normal,82.3,1
TX276,24.7,36.8,1.163,87.5,115.5,1.746,-0.41,201.6,220.1,481.7,309.7,176.6,6.38,1104.1,29.3,39.4,41.3,T1,48.4,3
TX277,15.9,38.2,0.807,76.1,91.7,0.14,-5.21,139.6,16.8,10.9,4.0,1.4,1.37,610.3,20.5,68.9,51.9,normal,83.3,1
TX277,15.9,22.5,0.614,52.9,63.0,0.004,1.36,103.3,9.3,4.6,2.9,7.0,0.66,590.7,8.4,103.5,46.7,normal,85.0,0
TX277,15.9,6.0,0.748,41.6,55.5,0.002,-6.64,135.5,1104.3,173.5,41.2,7.6,5.33,608.3,21.3,303.0,48.0,PD,58.0,2
TX277,15.9,20.0,0.696,53.7,66.0,0.006,-1.03,123.0,161.6,590.4,182.2,394.9,23.22,925.4,23.3,28.2,49.1,T2,57.7,2
TX278,7.9,28.9,0.863,68.9,86.3,0.075,-2.0,146.1,1.7,5.0,0.9,2.6,3.43,286.7,18.1,35.1,60.3,normal,87.5,0
TX278,7.9,22.6,0.82,60.9,77.0,0.025,0.72,150.0,7.3,10.4,3.9,2.8,1.99,392.9,14.1,32.0,56.6,normal,89.3,0
TX278,7.9,34.3,0.904,75.8,94.5,0.193,1.95,163.1,13.7,3.3,3.8,2.2,1.03,496.7,13.8,30.3,62.8,normal,89.6,0
TX278,7.9,25.2,0.923,67.4,86.7,0.08,0.18,161.8,4.9,6.0,5.3,0.5,0.92,313.0,11.6,27.0,58.6,normal,90.8,0
TX279,12.7,44.6,0.758,80.6,94.8,0.198,0.6,142.2,5.2,3.2,9.7,2.4,1.92,627.1,14.3,86.6,59.6,normal,86.3,0
TX279,12.7,16.6,0.729,51.6,64.8,0.005,-0.25,130.5,23.5,13.7,10.1,1.3,0.84,475.7,12.9,37.9,63.7,normal,88.2,0
